"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Previous ID(s)","Chromosome","Ortholog count","Ortholog Group","Paralog count","# Exons in Gene","# Exons in Transcript","# Transcripts","Annotated 3' UTR length","Annotated 5' UTR length","Transcript Length"
"PCHAS_1025600","PCHAS_1025600.1","P. chabaudi chabaudi","PCHAS_10_v3:973,939..974,921(+)","ATP synthase-associated protein, putative","Previous IDs: PCAS_102460;PCHAS_102560","10","43","OG5_147432","0","4","4","1","null","null","435"
"PCHAS_1025700","PCHAS_1025700.1","P. chabaudi chabaudi","PCHAS_10_v3:975,460..978,558(-)","DNA replication licensing factor MCM2, putative","Previous IDs: PC000153.03.0;PC000201.03.0;PC302185.00.0;PCAS_102470;PCHAS_102570","10","44","OG5_127764","0","2","2","1","null","null","2916"
"PCHAS_1025800","PCHAS_1025800.1","P. chabaudi chabaudi","PCHAS_10_v3:980,027..981,405(-)","conserved protein, unknown function","Previous IDs: PCAS_102480;PCHAS_102580","10","44","OG5_143208","0","6","6","1","null","null","687"
"PCHAS_1025900","PCHAS_1025900.1","P. chabaudi chabaudi","PCHAS_10_v3:984,214..996,609(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC000288.01.0;PC001353.02.0;PC101339.00.0;PC301008.00.0;PC401621.00.0;PCAS_102490;PCHAS_102590","10","34","OG5_169632","0","1","1","1","null","null","12396"
"PCHAS_1026000","PCHAS_1026000.1","P. chabaudi chabaudi","PCHAS_10_v3:998,668..999,999(+)","H/ACA ribonucleoprotein complex subunit 4, putative","Previous IDs: PC000561.00.0;PC300741.00.0;PCAS_102500;PCHAS_102600","10","92","OG5_126700","1","1","1","1","null","null","1332"
"PCHAS_1026100","PCHAS_1026100.1","P. chabaudi chabaudi","PCHAS_10_v3:1,001,114..1,011,022(-)","rap guanine nucleotide exchange factor, putative","Previous IDs: PC000133.04.0;PC000166.04.0;PC000616.04.0;PC300879.00.0;PC301590.00.0;PC302108.00.0;PC405474.00.0;PCAS_102510;PCHAS_102610","10","45","OG5_141204","0","2","2","1","null","null","9420"
"PCHAS_1026200","PCHAS_1026200.1","P. chabaudi chabaudi","PCHAS_10_v3:1,012,423..1,015,593(-)","cysteine protease ATG4, putative","Previous IDs: PCAS_102520;PCHAS_102620","10","45","OG5_146435","0","3","3","1","null","null","2904"
"PCHAS_1026300","PCHAS_1026300.1","P. chabaudi chabaudi","PCHAS_10_v3:1,017,077..1,029,531(-)","NOT family protein, putative","Previous IDs: PC000302.04.0;PC000322.04.0;PC000520.00.0;PC300620.00.0;PC300965.00.0;PC302651.00.0;PC402881.00.0;PC403407.00.0;PCAS_102530;PCHAS_102630","10","47","OG5_161009","0","2","2","1","null","null","12339"
"PCHAS_1026400","PCHAS_1026400.1","P. chabaudi chabaudi","PCHAS_10_v3:1,031,783..1,032,628(-)","conserved Plasmodium protein, unknown function","Previous IDs: PC404228.00.0;PCAS_102540;PCHAS_102640","10","43","OG5_184647","0","1","1","1","null","null","846"
"PCHAS_1026500","PCHAS_1026500.1","P. chabaudi chabaudi","PCHAS_10_v3:1,033,812..1,034,972(-)","inner membrane complex protein 1l, putative","Previous IDs: PC301749.00.0;PCAS_102550;PCHAS_102650","10","44","OG5_163810","0","1","1","1","null","null","1161"
"PCHAS_1026600","PCHAS_1026600.1","P. chabaudi chabaudi","PCHAS_10_v3:1,037,232..1,038,088(+)","prefoldin subunit 2, putative","Previous IDs: PC301778.00.0;PCAS_102560;PCHAS_102660","10","44","OG5_128303","0","4","4","1","null","null","387"
"PCHAS_1026700","PCHAS_1026700.1","P. chabaudi chabaudi","PCHAS_10_v3:1,038,803..1,040,740(-)","lysine--tRNA ligase, putative","Previous IDs: PC001266.02.0;PC105210.00.0;PC300606.00.0;PCAS_102570;PCHAS_102670","10","44","OG5_160480","0","1","1","1","null","null","1938"
"PCHAS_1026800","PCHAS_1026800.1","P. chabaudi chabaudi","PCHAS_10_v3:1,041,430..1,042,394(+)","conserved protein, unknown function","Previous IDs: PCAS_102580;PCHAS_102680","10","43","OG5_166883","0","5","5","1","null","null","432"
"PCHAS_1026900","PCHAS_1026900.1","P. chabaudi chabaudi","PCHAS_10_v3:1,044,631..1,052,544(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC000977.01.0;PC103286.00.0;PC103288.00.0;PC401456.00.0;PC402584.00.0;PCAS_102590;PCHAS_102690","10","43","OG5_166796","0","1","1","1","null","null","7914"
"PCHAS_1027000","PCHAS_1027000.1","P. chabaudi chabaudi","PCHAS_10_v3:1,053,120..1,054,532(-)","NADP-specific glutamate dehydrogenase, putative","Previous IDs: PC000975.01.0;PCAS_102600;PCHAS_102700","10","90","OG5_126857","1","1","1","1","null","null","1413"
"PCHAS_1027100","PCHAS_1027100.1","P. chabaudi chabaudi","PCHAS_10_v3:1,056,063..1,059,637(+)","conserved protein, unknown function","Previous IDs: PC000976.01.0;PC103291.00.0;PC401108.00.0;PCAS_102610;PCHAS_102710","10","44","OG5_156792","0","15","15","1","null","null","1956"
"PCHAS_1027200","PCHAS_1027200.1","P. chabaudi chabaudi","PCHAS_10_v3:1,059,742..1,061,011(-)","N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D, putative","Previous IDs: PC000343.03.0;PC000682.03.0;PC300757.00.0;PCAS_102620;PCHAS_102720","10","88","OG5_128466","1","2","2","1","null","null","1176"
"PCHAS_1027300","PCHAS_1027300.1","P. chabaudi chabaudi","PCHAS_10_v3:1,062,950..1,068,025(+)","metacaspase-3, putative","Previous IDs: PC000375.02.0;PC000426.04.0;PC101589.00.0;PC106313.00.0;PCAS_102630;PCHAS_102730","10","45","OG5_141737","0","1","1","1","null","null","5076"
"PCHAS_1027400","PCHAS_1027400.1","P. chabaudi chabaudi","PCHAS_10_v3:1,070,217..1,072,958(+)","protein SEY1, putative","Previous IDs: PC000321.02.0;PCAS_102640;PCHAS_102740","10","45","OG5_128997","0","1","1","1","null","null","2742"
"PCHAS_1027500","PCHAS_1027500.1","P. chabaudi chabaudi","PCHAS_10_v3:1,073,908..1,074,919(-)","conserved Plasmodium protein, unknown function","Previous IDs: PC001401.02.0;PCAS_102650;PCHAS_102750","10","46","OG5_165882","0","4","4","1","null","null","663"
"PCHAS_1027600","PCHAS_1027600.1","P. chabaudi chabaudi","PCHAS_10_v3:1,075,570..1,076,266(+)","zinc finger protein, putative","Previous IDs: PC001402.02.0;PCAS_102660;PCHAS_102760","10","44","OG5_130358","0","2","2","1","null","null","423"
"PCHAS_1027700","PCHAS_1027700.1","P. chabaudi chabaudi","PCHAS_10_v3:1,076,768..1,078,036(-)","ribosomal RNA small subunit methyltransferase A1, putative","Previous IDs: PC001400.02.0;PCAS_102670;PCHAS_102770","10","88","OG5_126745","1","1","1","1","null","null","1269"
"PCHAS_1027800","PCHAS_1027800.1","P. chabaudi chabaudi","PCHAS_10_v3:1,079,513..1,081,222(+)","serine palmitoyltransferase, putative","Previous IDs: PC001399.02.0;PCAS_102680;PCHAS_102780","10","44","OG5_127265","0","1","1","1","null","null","1710"
"PCHAS_1027900","PCHAS_1027900.1","P. chabaudi chabaudi","PCHAS_10_v3:1,082,671..1,085,742(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC104746.00.0;PC301173.00.0;PCAS_102690;PCHAS_102790","10","45","OG5_160980","0","1","1","1","null","null","3072"
"PCHAS_1028000","PCHAS_1028000.1","P. chabaudi chabaudi","PCHAS_10_v3:1,086,705..1,090,310(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC000967.02.0;PC405147.00.0;PCAS_102700;PCHAS_102800","10","43","OG5_172408","0","3","3","1","null","null","3321"
"PCHAS_1028100","PCHAS_1028100.1","P. chabaudi chabaudi","PCHAS_10_v3:1,090,998..1,094,501(-)","conserved Plasmodium protein, unknown function","Previous IDs: PC100136.00.0;PCAS_102710;PCHAS_102810","10","40","OG5_165484","0","1","1","1","null","null","3504"
"PCHAS_1028200","PCHAS_1028200.1","P. chabaudi chabaudi","PCHAS_10_v3:1,096,209..1,097,234(-)","RNA-binding protein Nova-1, putative","Previous IDs: PC000132.02.0;PC000496.00.0;PC302353.00.0;PCAS_102720;PCHAS_102820","10","44","OG5_130250","0","1","1","1","null","null","1026"
"PCHAS_1028300","PCHAS_1028300.1","P. chabaudi chabaudi","PCHAS_10_v3:1,098,594..1,099,200(-)","DNA-directed RNA polymerases I and III subunit RPAC2, putative","Previous IDs: PC000134.02.0;PCAS_102730;PCHAS_102830","10","44","OG5_128425","0","3","3","1","null","null","291"
"PCHAS_1028400","PCHAS_1028400.1","P. chabaudi chabaudi","PCHAS_10_v3:1,099,715..1,101,651(-)","conserved protein, unknown function","Previous IDs: PC000108.05.0;PC000133.02.0;PCAS_102740;PCHAS_102840","10","44","OG5_153546","0","3","3","1","null","null","1665"
"PCHAS_1028500","PCHAS_1028500.1","P. chabaudi chabaudi","PCHAS_10_v3:1,103,523..1,104,497(+)","uracil-DNA glycosylase, putative","Previous IDs: PC000728.04.0;PCAS_102750;PCHAS_102850","10","44","OG5_127417","0","1","1","1","null","null","975"
"PCHAS_1028600","PCHAS_1028600.1","P. chabaudi chabaudi","PCHAS_10_v3:1,105,513..1,108,710(+)","ATP-dependent protease, putative","Previous IDs: PC000468.04.0;PC403576.00.0;PCAS_102760;PCHAS_102860","10","44","OG5_126991","0","1","1","1","null","null","3198"
"PCHAS_1028700","PCHAS_1028700.1","P. chabaudi chabaudi","PCHAS_10_v3:1,109,719..1,110,414(+)","small nuclear ribonucleoprotein-associated protein B, putative","Previous IDs: PC000448.04.0;PC101764.00.0;PCAS_102770;PCHAS_102870","10","44","OG5_127442","0","2","2","1","null","null","579"
"PCHAS_1028800","PCHAS_1028800.1","P. chabaudi chabaudi","PCHAS_10_v3:1,112,434..1,115,976(+)","ubiquitin carboxyl-terminal hydrolase, putative","Previous IDs: PC000088.01.0;PC101762.00.0;PCAS_102780;PCHAS_102880","10","46","OG5_127816","0","1","1","1","null","null","3543"
"PCHAS_1028900","PCHAS_1028900.1","P. chabaudi chabaudi","PCHAS_10_v3:1,117,026..1,118,432(-)","mRNA-capping enzyme subunit alpha, putative","Previous IDs: PCAS_102790;PCHAS_102890","10","44","OG5_128005","0","1","1","1","null","null","1407"
"PCHAS_1029000","PCHAS_1029000.1","P. chabaudi chabaudi","PCHAS_10_v3:1,120,454..1,127,299(+)","atypical protein kinase, ABC-1 family, putative","Previous IDs: PC000503.04.0;PC001012.02.0;PC108130.00.0;PC300469.00.0;PC301102.00.0;PC302138.00.0;PC401101.00.0;PCAS_102800;PCHAS_102900","10","49","OG5_126973","0","5","5","1","null","null","6252"
"PCHAS_1029100","PCHAS_1029100.1","P. chabaudi chabaudi","PCHAS_10_v3:1,128,077..1,129,207(-)","serine/threonine protein phosphatase PP1, putative","Previous IDs: PC000001.01.0;PC302339.00.0;PCAS_102810;PCHAS_102910","10","45","OG5_126821","0","3","3","1","null","null","915"
"PCHAS_1029200","PCHAS_1029200.1","P. chabaudi chabaudi","PCHAS_10_v3:1,131,934..1,132,593(-)","60S ribosomal protein L10, putative","Previous IDs: PC000390.00.0;PCAS_102820;PCHAS_102920","10","44","OG5_126951","0","1","1","1","null","null","660"
"PCHAS_1029300","PCHAS_1029300.1","P. chabaudi chabaudi","PCHAS_10_v3:1,136,195..1,137,103(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC000163.04.0;PC301875.00.0;PCAS_102830;PCHAS_102930","10","44","OG5_167246","0","1","1","1","null","null","909"
"PCHAS_1029400","PCHAS_1029400.1","P. chabaudi chabaudi","PCHAS_10_v3:1,137,901..1,139,910(-)","zinc finger protein, putative","Previous IDs: PC000162.04.0;PC300622.00.0;PCAS_102840;PCHAS_102940","10","44","OG5_127188","0","1","1","1","null","null","2010"
"PCHAS_1029500","PCHAS_1029500.1","P. chabaudi chabaudi","PCHAS_10_v3:1,143,583..1,145,771(+)","26S proteasome regulatory subunit RPN13, putative","Previous IDs: PC103212.00.0;PCAS_102850;PCHAS_102950","10","45","OG5_134946","0","11","11","1","null","null","759"
"PCHAS_1029600","PCHAS_1029600.1","P. chabaudi chabaudi","PCHAS_10_v3:1,145,984..1,147,454(-)","DnaJ protein, putative","Previous IDs: PC000928.01.0;PC301394.00.0;PCAS_102860;PCHAS_102960","10","44","OG5_141138","0","3","3","1","null","null","1146"
"PCHAS_1029700","PCHAS_1029700.1","P. chabaudi chabaudi","PCHAS_10_v3:1,149,044..1,150,474(-)","diphthamide biosynthesis protein 1, putative","Previous IDs: PC000703.00.0;PC301572.00.0;PC302301.00.0;PCAS_102870;PCHAS_102970","10","44","OG5_127598","0","1","1","1","null","null","1431"
"PCHAS_1029800","PCHAS_1029800.1","P. chabaudi chabaudi","PCHAS_10_v3:1,151,771..1,156,298(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC106132.00.0;PC106133.00.0;PC405783.00.0;PC405784.00.0;PCAS_102880;PCHAS_102980","10","44","OG5_167247","0","11","11","1","null","null","3117"
"PCHAS_1029900","PCHAS_1029900.1","P. chabaudi chabaudi","PCHAS_10_v3:1,156,596..1,157,395(-)","conserved Plasmodium protein, unknown function","Previous IDs: PC100458.00.0;PCAS_102890;PCHAS_102990","10","7","OG5_205396","0","2","2","1","null","null","693"
"PCHAS_1030000","PCHAS_1030000.1","P. chabaudi chabaudi","PCHAS_10_v3:1,158,576..1,159,673(+)","FeS assembly ATPase SufC, putative","Previous IDs: PC000002.05.0;PC107378.00.0;PCAS_102900;PCHAS_103000","10","44","OG5_130065","0","1","1","1","null","null","1098"
"PCHAS_1030100","PCHAS_1030100.1","P. chabaudi chabaudi","PCHAS_10_v3:1,160,489..1,162,294(+)","30S ribosomal protein S9, putative","Previous IDs: PC000001.05.0;PCAS_102910;PCHAS_103010","10","44","OG5_127478","0","1","1","1","null","null","1806"
"PCHAS_1030200","PCHAS_1030200.1","P. chabaudi chabaudi","PCHAS_10_v3:1,163,604..1,165,442(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC000663.01.0;PCAS_102920;PCHAS_103020","10","42","OG5_159902","0","4","4","1","null","null","1059"
"PCHAS_1030300","PCHAS_1030300.1","P. chabaudi chabaudi","PCHAS_10_v3:1,166,298..1,168,131(-)","conserved Plasmodium protein, unknown function","Previous IDs: PC000557.02.0;PCAS_102930;PCHAS_103030","10","42","OG5_172992","0","4","4","1","null","null","1515"
"PCHAS_1030400","PCHAS_1030400.1","P. chabaudi chabaudi","PCHAS_10_v3:1,169,891..1,170,988(+)","conserved Plasmodium protein, unknown function","Previous IDs: PCAS_102940;PCHAS_103040","10","44","OG5_165441","0","1","1","1","null","null","1098"
"PCHAS_1030500","PCHAS_1030500.1","P. chabaudi chabaudi","PCHAS_10_v3:1,172,077..1,173,846(-)","ubiquitin-conjugating enzyme E2, putative","Previous IDs: PC302472.00.0;PCAS_102950;PCHAS_103050","10","90","OG5_128794","1","7","7","1","null","null","921"
"PCHAS_1030600","PCHAS_1030600.1","P. chabaudi chabaudi","PCHAS_10_v3:1,175,754..1,177,380(+)","glycylpeptide N-tetradecanoyltransferase, putative","Previous IDs: PC300802.00.0;PCAS_102960;PCHAS_103060","10","44","OG5_127597","0","4","4","1","null","null","1236"
"PCHAS_1030700","PCHAS_1030700.1","P. chabaudi chabaudi","PCHAS_10_v3:1,177,824..1,180,958(-)","AAA family ATPase, putative","Previous IDs: PC000780.00.0;PC300404.00.0;PC300803.00.0;PC300823.00.0;PCAS_102970;PCHAS_103070","10","45","OG5_141156","0","1","1","1","null","null","3135"
"PCHAS_1030800","PCHAS_1030800.1","P. chabaudi chabaudi","PCHAS_10_v3:1,182,068..1,183,357(+)","deoxyhypusine synthase, putative","Previous IDs: PC000779.00.0;PC301479.00.0;PCAS_102980;PCHAS_103080","10","45","OG5_127351","0","1","1","1","null","null","1290"
"PCHAS_1030900","PCHAS_1030900.1","P. chabaudi chabaudi","PCHAS_10_v3:1,184,208..1,185,483(-)","actin II, putative","Previous IDs: PC301589.00.0;PC301600.00.0;PCAS_102990;PCHAS_103090","10","88","OG5_126595","1","2","2","1","null","null","1131"
"PCHAS_1031000","PCHAS_1031000.1","P. chabaudi chabaudi","PCHAS_10_v3:1,188,130..1,197,025(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC000284.04.0;PC000306.01.0;PC302500.00.0;PC302539.00.0;PC402957.00.0;PCAS_103000;PCHAS_103100","10","46","OG5_161574","0","5","5","1","null","null","8373"
"PCHAS_1031100","PCHAS_1031100.1","P. chabaudi chabaudi","PCHAS_10_v3:1,198,772..1,199,485(+)","nuclear transport factor 2, putative","Previous IDs: PC000483.01.0;PCAS_103010;PCHAS_103110","10","44","OG5_127878","0","3","3","1","null","null","378"
"PCHAS_1031200","PCHAS_1031200.1","P. chabaudi chabaudi","PCHAS_10_v3:1,200,647..1,203,297(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC000841.03.0;PC402684.00.0;PCAS_103020;PCHAS_103120","10","44","OG5_167248","0","3","3","1","null","null","2322"
"PCHAS_1031300","PCHAS_1031300.1","P. chabaudi chabaudi","PCHAS_10_v3:1,203,442..1,206,060(-)","mini-chromosome maintenance complex-binding protein, putative","Previous IDs: PC000664.04.0;PC000842.03.0;PCAS_103030;PCHAS_103130","10","44","OG5_162700","0","1","1","1","null","null","2619"
"PCHAS_1031400","PCHAS_1031400.1","P. chabaudi chabaudi","PCHAS_10_v3:1,207,973..1,208,941(-)","p1/s1 nuclease, putative","Previous IDs: PC000683.00.0;PC302487.00.0;PC302620.00.0;PCAS_103040;PCHAS_103140","10","84","OG5_128720","0","1","1","1","null","null","969"
"PCHAS_1031500","PCHAS_1031500.1","P. chabaudi chabaudi","PCHAS_10_v3:1,210,115..1,211,542(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC406060.00.0;PCAS_103050;PCHAS_103150","10","44","OG5_161377","0","1","1","1","null","null","1428"
"PCHAS_1031600","PCHAS_1031600.1","P. chabaudi chabaudi","PCHAS_10_v3:1,211,806..1,213,458(-)","methyltransferase, putative","Previous IDs: PC104770.00.0;PC302462.00.0;PCAS_103060;PCHAS_103160","10","45","OG5_128986","0","1","1","1","null","null","1653"
"PCHAS_1031700","PCHAS_1031700.1","P. chabaudi chabaudi","PCHAS_10_v3:1,213,991..1,215,628(-)","GTP-binding protein Obg1, putative","Previous IDs: PC000996.02.0;PCAS_103070;PCHAS_103170","10","43","OG5_127170","0","1","1","1","null","null","1638"
"PCHAS_1031800","PCHAS_1031800.1","P. chabaudi chabaudi","PCHAS_10_v3:1,216,173..1,219,158(-)","conserved Plasmodium protein, unknown function","Previous IDs: PC000362.02.0;PCAS_103080;PCHAS_103180","10","45","OG5_153638","0","2","2","1","null","null","2895"
"PCHAS_1031900","PCHAS_1031900.1","P. chabaudi chabaudi","PCHAS_10_v3:1,220,797..1,226,187(+)","plastid replication-repair enzyme, putative","Previous IDs: PC000361.02.0;PC301478.00.0;PC301790.00.0;PC302363.00.0;PCAS_103090;PCHAS_103190","10","44","OG5_127218","0","1","1","1","null","null","5391"
"PCHAS_1032000","PCHAS_1032000.1","P. chabaudi chabaudi","PCHAS_10_v3:1,226,809..1,228,988(-)","DnaJ protein, putative","Previous IDs: PC300496.00.0;PC300637.00.0;PCAS_103100;PCHAS_103200","10","44","OG5_137531","0","2","2","1","null","null","1698"
"PCHAS_1032100","PCHAS_1032100.1","P. chabaudi chabaudi","PCHAS_10_v3:1,232,031..1,234,540(+)","rhomboid protease ROM8, putative","Previous IDs: PCAS_103110;PCHAS_103210","10","44","OG5_162981","0","4","4","1","null","null","1908"
"PCHAS_1032200","PCHAS_1032200.1","P. chabaudi chabaudi","PCHAS_10_v3:1,236,159..1,238,209(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC300683.00.0;PC401534.00.0;PCAS_103120;PCHAS_103220","10","49","OG5_162086","0","8","8","1","null","null","1122"
"PCHAS_1032300","PCHAS_1032300.1","P. chabaudi chabaudi","PCHAS_10_v3:1,238,425..1,245,808(-)","conserved Plasmodium protein, unknown function","Previous IDs: PC000137.05.0;PC000352.00.0;PC300329.00.0;PCAS_103130;PCHAS_103230","10","49","OG5_154796","0","10","10","1","null","null","6273"
"PCHAS_1032400","PCHAS_1032400.1","P. chabaudi chabaudi","PCHAS_10_v3:1,247,147..1,249,344(-)","ribosome maturation protein SBDS, putative","Previous IDs: PC000216.01.0;PC000871.01.0;PC301457.00.0;PCAS_103140;PCHAS_103240","10","45","OG5_127367","0","4","4","1","null","null","1842"
"PCHAS_1032500","PCHAS_1032500.1","P. chabaudi chabaudi","PCHAS_10_v3:1,250,920..1,252,352(-)","ankyrin-repeat protein, putative","Previous IDs: PCAS_103150;PCHAS_103250","10","44","OG5_158066","0","7","7","1","null","null","519"
"PCHAS_1032600","PCHAS_1032600.1","P. chabaudi chabaudi","PCHAS_10_v3:1,255,288..1,256,509(+)","conserved protein, unknown function","Previous IDs: PC000064.03.0;PCAS_103160;PCHAS_103260","10","44","OG5_153571","0","2","2","1","null","null","1026"
"PCHAS_1032700","PCHAS_1032700.1","P. chabaudi chabaudi","PCHAS_10_v3:1,257,823..1,259,220(-)","eukaryotic translation initiation factor 2 subunit gamma, putative","Previous IDs: PC000063.03.0;PC000253.00.0;PCAS_103170;PCHAS_103270","10","44","OG5_127447","0","1","1","1","null","null","1398"
"PCHAS_1032800","PCHAS_1032800.1","P. chabaudi chabaudi","PCHAS_10_v3:1,261,438..1,262,000(+)","conserved Plasmodium protein, unknown function","Previous IDs: PC102098.00.0;PCAS_103180;PCHAS_103280","10","44","OG5_167249","0","2","2","1","null","null","387"
"PCHAS_1032900","PCHAS_1032900.1","P. chabaudi chabaudi","PCHAS_10_v3:1,262,681..1,264,672(-)","rhoptry-associated protein 1, putative","Previous IDs: PC000272.01.0;PC105913.00.0;PCAS_103190;PCHAS_103290","10","44","OG5_162087","0","1","1","1","null","null","1992"
